song,plays,datetime,artist,album
Shallow,1,"13 Mar 2025, 01:35",Lady Gaga,A Star Is Born Soundtrack
Plastic Doll,1,"13 Mar 2025, 01:31",Lady Gaga,Chromatica
How Did It End? - Live From Stockholm / 2024,1,"13 Mar 2025, 01:27",Taylor Swift,"The Tortured Poets Department + ""How Did It End?"" (Live From Stockholm)"
Slow Motion,1,"13 Mar 2025, 01:24",Marshmello,Slow Motion
High Fashion,1,"13 Mar 2025, 01:21",Addison Rae,High Fashion
Without Love (feat. Maria Becerra),1,"13 Mar 2025, 01:18",Paris Hilton,Infinite Icon
go away,1,"13 Mar 2025, 01:15",Tate McRae,i used to think i could fly
Aquamarine / Arcamarine,1,"13 Mar 2025, 01:12",Addison Rae,Aquamarine / Arcamarine
White Teeth Teens,1,"13 Mar 2025, 01:08",Lorde,Pure Heroine
My Boy Only Breaks His Favorite Toys,1,"13 Mar 2025, 01:05",Taylor Swift,THE TORTURED POETS DEPARTMENT
Radio,1,"13 Mar 2025, 01:01",Beyoncé,I AM...SASHA FIERCE
hurt my feelings,1,"13 Mar 2025, 00:59",Tate McRae,THINK LATER
get him back!,1,"13 Mar 2025, 00:55",Olivia Rodrigo,GUTS
vampire,1,"13 Mar 2025, 00:52",Olivia Rodrigo,GUTS
Purple lace bra,1,"13 Mar 2025, 00:48",Tate McRae,So Close to What
Alter Ego (with JT),1,"13 Mar 2025, 00:45",Doechii,Alter Ego (with JT)
Heavy Metal Lover,1,"13 Mar 2025, 00:41",Lady Gaga,Born This Way (International Standard Version)
The Love Club,1,"13 Mar 2025, 00:38",Lorde,The Love Club EP
How Bad Do U Want Me,1,"13 Mar 2025, 00:34",Lady Gaga,MAYHEM
Sympathy is a knife featuring ariana grande,1,"13 Mar 2025, 00:31",Charli xcx,Brat and it’s completely different but also still brat
Bloody Mary,1,"13 Mar 2025, 00:27",Lady Gaga,Born This Way (International Standard Version)
she's all i wanna be,1,"13 Mar 2025, 00:23",Tate McRae,i used to think i could fly
365,1,"13 Mar 2025, 00:17",Zedd,365
cut my hair,1,"13 Mar 2025, 00:14",Tate McRae,THINK LATER
run for the hills,1,"13 Mar 2025, 00:12",Tate McRae,THINK LATER
Bad Romance,1,"13 Mar 2025, 00:07",Lady Gaga,The Fame Monster (Deluxe Edition)
we're not alike,1,"13 Mar 2025, 00:02",Tate McRae,THINK LATER
run for the hills,1,"12 Mar 2025, 23:59",Tate McRae,THINK LATER
cut my hair,1,"12 Mar 2025, 23:56",Tate McRae,THINK LATER
hurt my feelings,1,"12 Mar 2025, 23:52",Tate McRae,THINK LATER
CRUSH,1,"12 Mar 2025, 23:49",Katy Perry,143
NO TEARS FOR NEW YEAR'S,1,"12 Mar 2025, 23:46",Katy Perry,1432
Maria Magdalena,1,"12 Mar 2025, 23:43",Sevdaliza,Maria Magdalena
"Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)",1,"12 Mar 2025, 23:40",Sevdaliza,"Ride Or Die, Pt. 2"
"Alibi Pt. 2 (with Anitta, Pabllo Vittar & Yseult)",1,"12 Mar 2025, 23:38",Sevdaliza,"Alibi Pt. 2 (with Anitta, Pabllo Vittar & Yseult)"
A Donde Va El Viento,1,"12 Mar 2025, 23:35",Julieta Venegas,Nadie Nos Va A Extrañar (Banda Sonora De La Serie Original De Prime)
Million Dollar Bills,1,"12 Mar 2025, 21:59",Lorde,The Love Club EP
Bravado,1,"12 Mar 2025, 21:55",Lorde,The Love Club EP
The Love Club,1,"12 Mar 2025, 21:52",Lorde,The Love Club EP
Glory and Gore,1,"12 Mar 2025, 21:48",Lorde,Pure Heroine
Still Sane,1,"12 Mar 2025, 21:45",Lorde,Pure Heroine
White Teeth Teens,1,"12 Mar 2025, 21:41",Lorde,Pure Heroine
Sober,1,"12 Mar 2025, 21:38",Lorde,Melodrama
Writer in the Dark,1,"12 Mar 2025, 21:35",Lorde,Melodrama
Sober II (Melodrama),1,"12 Mar 2025, 21:32",Lorde,Melodrama
Perfect Places,1,"12 Mar 2025, 21:28",Lorde,Melodrama
If the Earth is Spinning (feat. Sia),1,"12 Mar 2025, 21:21",Paris Hilton,Infinite Icon
Yellow Flicker Beat,1,"12 Mar 2025, 21:17",Lorde,Yellow Flicker Beat (From The Hunger Games: Mockingjay Part 1)
Halo,1,"12 Mar 2025, 21:13",Beyoncé,I AM...SASHA FIERCE
Video Phone,1,"12 Mar 2025, 21:09",Beyoncé,I AM...SASHA FIERCE
Diva,1,"12 Mar 2025, 21:06",Beyoncé,I AM...SASHA FIERCE
Radio,1,"12 Mar 2025, 21:02",Beyoncé,I AM...SASHA FIERCE
Tired,1,"12 Mar 2025, 20:59",Alan Walker,Tired
Catch Me If You Can,1,"12 Mar 2025, 20:56",Alan Walker,Walkerverse Pt. II
Darkside,1,"12 Mar 2025, 20:53",Alan Walker,Different World
Alone,1,"12 Mar 2025, 20:50",Alan Walker,Different World
Diamond Heart,1,"12 Mar 2025, 20:46",Alan Walker,Different World
360 featuring robyn & yung lean,1,"12 Mar 2025, 20:44",Charli xcx,Brat and it’s completely different but also still brat
Club classics featuring bb trickz,1,"12 Mar 2025, 20:41",Charli xcx,Brat and it’s completely different but also still brat
"Girl, so confusing featuring lorde",1,"12 Mar 2025, 20:38",Charli xcx,Brat and it’s completely different but also still brat
Guess featuring billie eilish,1,"12 Mar 2025, 20:35",Charli xcx,Brat and it’s completely different but also still brat
365 featuring shygirl,1,"12 Mar 2025, 20:33",Charli xcx,Brat and it’s completely different but also still brat
Boom Clap,1,"12 Mar 2025, 20:30",Charli xcx,SUCKER
Nuclear Seasons,1,"12 Mar 2025, 20:26",Charli xcx,True Romance
exile,1,"12 Mar 2025, 20:21",Taylor Swift,folklore
Slow Motion,1,"12 Mar 2025, 20:18",Marshmello,Slow Motion
Forever Young,1,"12 Mar 2025, 20:15",Alan Walker,Forever Young
Hot in It (feat. Charli XCX),1,"12 Mar 2025, 20:13",Tiësto,DRIVE
BOILED PEANUTS,1,"12 Mar 2025, 20:11",Doechii,Alligator Bites Never Heal
NISSAN ALTIMA,1,"12 Mar 2025, 20:09",Doechii,Alligator Bites Never Heal
DENIAL IS A RIVER,1,"12 Mar 2025, 20:06",Doechii,Alligator Bites Never Heal
CATFISH,1,"12 Mar 2025, 20:04",Doechii,Alligator Bites Never Heal
SLIDE,1,"12 Mar 2025, 20:01",Doechii,Alligator Bites Never Heal
Alter Ego (with JT),1,"12 Mar 2025, 19:58",Doechii,Alter Ego (with JT)
Aquamarine / Arcamarine,1,"12 Mar 2025, 19:55",Addison Rae,Aquamarine / Arcamarine
Busy Woman,1,"12 Mar 2025, 19:52",Sabrina Carpenter,Short n' Sweet (Deluxe)
PUSH 2 START (REMIX),1,"12 Mar 2025, 19:48",Tyla,PUSH 2 START (REMIX)
Aquamarine,1,"12 Mar 2025, 19:46",Addison Rae,Aquamarine
High Fashion,1,"12 Mar 2025, 19:42",Addison Rae,High Fashion
Monica (Demo),1,"12 Mar 2025, 19:39",Imagine Dragons,Reflections (From The Vault Of Smoke + Mirrors)
hey now,1,"12 Mar 2025, 19:35",Kendrick Lamar,GNX
lie to me,1,"12 Mar 2025, 19:32",Ali Gatie,The Idea Of Her
Die with a Smile,1,"12 Mar 2025, 19:28",Lady Gaga,MAYHEM
Blade of Grass,1,"12 Mar 2025, 19:24",Lady Gaga,MAYHEM
The Beast,1,"12 Mar 2025, 19:20",Lady Gaga,MAYHEM
Shadow of a Man,1,"12 Mar 2025, 19:17",Lady Gaga,MAYHEM
Don't Call Tonight,1,"12 Mar 2025, 19:13",Lady Gaga,MAYHEM
How Bad Do U Want Me,1,"12 Mar 2025, 19:09",Lady Gaga,MAYHEM
LoveDrug,1,"12 Mar 2025, 19:06",Lady Gaga,MAYHEM
Vanish Into You,1,"12 Mar 2025, 19:02",Lady Gaga,MAYHEM
Aquamarine,1,"12 Mar 2025, 17:44",Addison Rae,Aquamarine
High Fashion,1,"12 Mar 2025, 17:41",Addison Rae,High Fashion
Monica (Demo),1,"12 Mar 2025, 17:38",Imagine Dragons,Reflections (From The Vault Of Smoke + Mirrors)
lie to me,1,"12 Mar 2025, 17:35",Ali Gatie,The Idea Of Her
Die with a Smile,1,"12 Mar 2025, 17:30",Lady Gaga,MAYHEM
Blade of Grass,1,"12 Mar 2025, 17:26",Lady Gaga,MAYHEM
The Beast,1,"12 Mar 2025, 17:22",Lady Gaga,MAYHEM
Shadow of a Man,1,"12 Mar 2025, 17:14",Lady Gaga,MAYHEM
Don't Call Tonight,1,"12 Mar 2025, 17:11",Lady Gaga,MAYHEM
How Bad Do U Want Me,1,"12 Mar 2025, 17:07",Lady Gaga,MAYHEM
LoveDrug,1,"12 Mar 2025, 17:03",Lady Gaga,MAYHEM
Zombieboy,1,"12 Mar 2025, 17:00",Lady Gaga,MAYHEM
Killah,1,"12 Mar 2025, 16:56",Lady Gaga,MAYHEM
Vanish Into You,1,"12 Mar 2025, 16:10",Lady Gaga,MAYHEM
Perfect Celebrity,1,"12 Mar 2025, 16:06",Lady Gaga,MAYHEM
Garden of Eden,1,"12 Mar 2025, 16:02",Lady Gaga,MAYHEM
Abracadabra,1,"12 Mar 2025, 15:59",Lady Gaga,MAYHEM
Disease,1,"12 Mar 2025, 15:55",Lady Gaga,MAYHEM
Beautiful People,1,"12 Mar 2025, 15:52",David Guetta,Beautiful People
How Bad Do U Want Me (feat. Taylor Swift),1,"12 Mar 2025, 15:48",Lady Gaga,MAYHEM
How Did It End? - Live From Stockholm / 2024,1,"12 Mar 2025, 15:44",Taylor Swift,"The Tortured Poets Department + ""How Did It End?"" (Live From Stockholm)"
"Good Luck, Babe!",1,"12 Mar 2025, 15:40",Chappell Roan,"Good Luck, Babe!"
Guilty as Sin?,1,"12 Mar 2025, 15:36",Taylor Swift,THE TORTURED POETS DEPARTMENT
Down Bad,1,"12 Mar 2025, 15:31",Taylor Swift,THE TORTURED POETS DEPARTMENT
teenage dream,1,"12 Mar 2025, 15:28",Olivia Rodrigo,GUTS
love is embarrassing,1,"12 Mar 2025, 15:25",Olivia Rodrigo,GUTS
get him back!,1,"12 Mar 2025, 15:22",Olivia Rodrigo,GUTS
bad idea right?,1,"12 Mar 2025, 15:18",Olivia Rodrigo,GUTS
vampire,1,"12 Mar 2025, 15:15",Olivia Rodrigo,GUTS
deja vu,1,"12 Mar 2025, 15:11",Olivia Rodrigo,SOUR
drivers license,1,"12 Mar 2025, 14:56",Olivia Rodrigo,SOUR
OK,1,"12 Mar 2025, 14:53",Katy Perry,1432
CRUSH,1,"12 Mar 2025, 14:51",Katy Perry,143
NO TEARS FOR NEW YEAR'S,1,"12 Mar 2025, 14:47",Katy Perry,1432
Down Bad,1,"12 Mar 2025, 14:45",Taylor Swift,THE TORTURED POETS DEPARTMENT
OK,1,"12 Mar 2025, 14:42",Katy Perry,1432
CRUSH,1,"12 Mar 2025, 14:38",Katy Perry,143
NO TEARS FOR NEW YEAR'S,1,"12 Mar 2025, 14:35",Katy Perry,1432
stay done,1,"12 Mar 2025, 07:47",Tate McRae,THINK LATER
Born This Way,1,"12 Mar 2025, 07:43",Lady Gaga,Born This Way (International Standard Version)
365 featuring shygirl,1,"12 Mar 2025, 07:41",Charli xcx,Brat and it’s completely different but also still brat
Perfect Celebrity,1,"12 Mar 2025, 07:37",Lady Gaga,MAYHEM
chaotic,1,"12 Mar 2025, 07:34",Tate McRae,i used to think i could fly
High Fashion,1,"12 Mar 2025, 07:31",Addison Rae,High Fashion
Turn It Off,1,"12 Mar 2025, 07:26",Paramore,brand new eyes
MONTERO (Call Me by Your Name),1,"12 Mar 2025, 07:24",Lil Nas X,MONTERO
LIFE AFTER SALEM,1,"12 Mar 2025, 07:20",Lil Nas X,MONTERO
drivers license,1,"12 Mar 2025, 07:16",Olivia Rodrigo,SOUR
BIG DUMMY!,1,"12 Mar 2025, 07:14",Lil Nas X,BIG DUMMY!
No Matter What,1,"12 Mar 2025, 07:10",Calum Scott,Only Human (Special Edition)
Nostalgia,1,"12 Mar 2025, 07:07",Tate McRae,So Close to What
feel like shit,1,"12 Mar 2025, 07:04",Tate McRae,i used to think i could fly
run for the hills,1,"12 Mar 2025, 07:02",Tate McRae,THINK LATER
How Bad Do U Want Me,1,"12 Mar 2025, 06:58",Lady Gaga,MAYHEM
Brick by Boring Brick,1,"12 Mar 2025, 06:53",Paramore,brand new eyes
911,1,"12 Mar 2025, 06:50",Lady Gaga,Chromatica
NO TEARS FOR NEW YEAR'S,1,"12 Mar 2025, 06:47",Katy Perry,1432
Perfect Places,1,"12 Mar 2025, 06:43",Lorde,Melodrama
Down Bad,1,"12 Mar 2025, 06:39",Taylor Swift,THE TORTURED POETS DEPARTMENT
A Donde Va El Viento,1,"12 Mar 2025, 06:36",Julieta Venegas,Nadie Nos Va A Extrañar (Banda Sonora De La Serie Original De Prime)
Sober,1,"12 Mar 2025, 06:33",Lorde,Melodrama
hurt my feelings,1,"12 Mar 2025, 06:31",Tate McRae,THINK LATER
Red (Taylor's Version),1,"12 Mar 2025, 06:27",Taylor Swift,Red (Taylor's Version)
So Happy I Could Die,1,"12 Mar 2025, 06:23",Lady Gaga,The Fame Monster (Deluxe Edition)
exes,1,"12 Mar 2025, 06:21",Tate McRae,THINK LATER
Hot in It (feat. Charli XCX),1,"12 Mar 2025, 06:19",Tiësto,DRIVE
Guilty as Sin?,1,"12 Mar 2025, 06:14",Taylor Swift,THE TORTURED POETS DEPARTMENT
the 1,1,"12 Mar 2025, 06:11",Taylor Swift,folklore
Blade of Grass,1,"12 Mar 2025, 06:06",Lady Gaga,MAYHEM
Diamond Heart,1,"12 Mar 2025, 06:02",Alan Walker,Different World
Abracadabra,1,"12 Mar 2025, 05:59",Lady Gaga,Abracadabra
Forever Young,1,"12 Mar 2025, 05:56",Alan Walker,Forever Young
Zombieboy,1,"12 Mar 2025, 05:52",Lady Gaga,MAYHEM
Die with a Smile,1,"12 Mar 2025, 05:48",Lady Gaga,MAYHEM
PUSH 2 START (REMIX),1,"12 Mar 2025, 05:45",Tyla,PUSH 2 START (REMIX)
Bad Romance,1,"12 Mar 2025, 05:40",Lady Gaga,The Fame Monster (Deluxe Edition)
Paparazzi,1,"12 Mar 2025, 05:37",Lady Gaga,The Fame
I'll Never Love Again (Extended Version),1,"12 Mar 2025, 05:31",Lady Gaga,A Star Is Born Soundtrack
Always Remember Us This Way,1,"12 Mar 2025, 05:28",Lady Gaga,A Star Is Born Soundtrack
we're not alike,1,"12 Mar 2025, 05:25",Tate McRae,THINK LATER
HAS A HEART,1,"12 Mar 2025, 05:22",Katy Perry,1432
Still Sane,1,"12 Mar 2025, 05:19",Lorde,Pure Heroine
VOID,1,"12 Mar 2025, 05:15",Lil Nas X,MONTERO
2 hands,1,"12 Mar 2025, 05:11",Tate McRae,So Close to What
I know love (feat. The Kid LAROI),1,"12 Mar 2025, 05:09",Tate McRae,So Close to What
Darkside,1,"12 Mar 2025, 05:05",Alan Walker,Different World
Bravado,1,"12 Mar 2025, 05:02",Lorde,The Love Club EP
hey now,1,"12 Mar 2025, 04:58",Kendrick Lamar,GNX
365,1,"12 Mar 2025, 04:55",Zedd,365
DOLLA SIGN SLIME (feat. Megan Thee Stallion),1,"12 Mar 2025, 04:53",Lil Nas X,MONTERO
Monster,1,"12 Mar 2025, 04:48",Lady Gaga,The Fame Monster (Deluxe Edition)
Applause,1,"12 Mar 2025, 04:45",Lady Gaga,ARTPOP
Disease,1,"12 Mar 2025, 04:41",Lady Gaga,Disease
Just Dance,1,"12 Mar 2025, 04:37",Lady Gaga,The Fame
10:35,1,"12 Mar 2025, 04:34",Tiësto,DRIVE
Purple lace bra,1,"12 Mar 2025, 04:31",Tate McRae,So Close to What
cut my hair,1,"12 Mar 2025, 04:28",Tate McRae,THINK LATER
Donatella,1,"12 Mar 2025, 04:24",Lady Gaga,ARTPOP
CRUSH,1,"12 Mar 2025, 04:21",Katy Perry,143
i'm so gone,1,"12 Mar 2025, 04:18",Tate McRae,i used to think i could fly
All I Wanted,1,"12 Mar 2025, 04:14",Paramore,brand new eyes
OK,1,"12 Mar 2025, 04:12",Katy Perry,1432
Sports car,1,"12 Mar 2025, 04:09",Tate McRae,Sports car
Playing God,1,"12 Mar 2025, 04:06",Paramore,brand new eyes
Abracadabra,1,"12 Mar 2025, 04:02",Lady Gaga,MAYHEM
That's What You Get,1,"12 Mar 2025, 03:59",Paramore,RIOT!
Tired,1,"12 Mar 2025, 03:55",Alan Walker,Tired
Alter Ego (with JT),1,"12 Mar 2025, 03:52",Doechii,Alter Ego (with JT)
Don't Call Tonight,1,"12 Mar 2025, 03:48",Lady Gaga,MAYHEM
Judas,1,"12 Mar 2025, 03:44",Lady Gaga,Born This Way (International Standard Version)
guilty conscience,1,"12 Mar 2025, 03:42",Tate McRae,THINK LATER
Nuclear Seasons,1,"12 Mar 2025, 03:37",Charli xcx,True Romance
think later,1,"12 Mar 2025, 03:35",Tate McRae,THINK LATER
Perfect Illusion,1,"12 Mar 2025, 03:32",Lady Gaga,Joanne
Catch Me If You Can,1,"12 Mar 2025, 03:29",Alan Walker,Walkerverse Pt. II
Bloody Mary,1,"12 Mar 2025, 03:25",Lady Gaga,Born This Way (International Standard Version)
teenage dream,1,"12 Mar 2025, 03:21",Olivia Rodrigo,GUTS
The Edge of Glory,1,"12 Mar 2025, 03:16",Lady Gaga,Born This Way (International Standard Version)
It's ok I'm ok,1,"12 Mar 2025, 03:13",Tate McRae,So Close to What
Happy Mistake,1,"12 Mar 2025, 03:09",Lady Gaga,Harlequin
bad idea right?,1,"12 Mar 2025, 03:06",Olivia Rodrigo,GUTS
Intros & Narrators,1,"12 Mar 2025, 03:02",Bastille,“&” (Ampersand)
Alejandro,1,"12 Mar 2025, 02:58",Lady Gaga,The Fame Monster (Deluxe Edition)
Glory and Gore,1,"12 Mar 2025, 02:54",Lorde,Pure Heroine
At Your Worst,1,"12 Mar 2025, 02:51",Calum Scott,At Your Worst
If the Earth is Spinning (feat. Sia),1,"12 Mar 2025, 02:48",Paris Hilton,Infinite Icon
love is embarrassing,1,"12 Mar 2025, 02:46",Olivia Rodrigo,GUTS
get him back!,1,"12 Mar 2025, 02:42",Olivia Rodrigo,GUTS
bad idea right?,1,"12 Mar 2025, 02:39",Olivia Rodrigo,GUTS
vampire,1,"12 Mar 2025, 02:35",Olivia Rodrigo,GUTS
deja vu,1,"12 Mar 2025, 02:32",Olivia Rodrigo,SOUR
drivers license,1,"12 Mar 2025, 02:28",Olivia Rodrigo,SOUR
OK,1,"12 Mar 2025, 02:25",Katy Perry,1432
CRUSH,1,"12 Mar 2025, 02:22",Katy Perry,143
NO TEARS FOR NEW YEAR'S,1,"12 Mar 2025, 02:19",Katy Perry,1432
Shadow of a Man,1,"11 Mar 2025, 23:28",Lady Gaga,MAYHEM
Don't Call Tonight,1,"11 Mar 2025, 23:24",Lady Gaga,MAYHEM
How Bad Do U Want Me (feat. Taylor Swift),1,"11 Mar 2025, 23:17",Lady Gaga,MAYHEM
How Bad Do U Want Me,1,"11 Mar 2025, 23:16",Lady Gaga,MAYHEM
LoveDrug,1,"11 Mar 2025, 23:12",Lady Gaga,MAYHEM
Zombieboy,1,"11 Mar 2025, 23:09",Lady Gaga,MAYHEM
Killah,1,"11 Mar 2025, 23:05",Lady Gaga,MAYHEM
Vanish Into You,1,"11 Mar 2025, 23:01",Lady Gaga,MAYHEM
Perfect Celebrity,1,"11 Mar 2025, 22:57",Lady Gaga,MAYHEM
Garden of Eden,1,"11 Mar 2025, 22:54",Lady Gaga,MAYHEM
Abracadabra,1,"11 Mar 2025, 22:52",Lady Gaga,MAYHEM
Disease,1,"11 Mar 2025, 22:48",Lady Gaga,MAYHEM
Busy Woman,1,"11 Mar 2025, 22:47",Sabrina Carpenter,Short n' Sweet (Deluxe)
rubberband,1,"11 Mar 2025, 22:41",Tate McRae,TOO YOUNG TO BE SAD
Purple lace bra,1,"11 Mar 2025, 22:35",Tate McRae,So Close to What
chaotic,1,"11 Mar 2025, 22:32",Tate McRae,i used to think i could fly
Like I do,1,"11 Mar 2025, 22:30",Tate McRae,So Close to What
It's ok I'm ok,1,"11 Mar 2025, 22:25",Tate McRae,So Close to What
Dear god,1,"11 Mar 2025, 22:24",Tate McRae,So Close to What
2 hands,1,"11 Mar 2025, 22:22",Tate McRae,So Close to What
I know love (feat. The Kid LAROI),1,"11 Mar 2025, 22:17",Tate McRae,So Close to What
Revolving door,1,"11 Mar 2025, 22:17",Tate McRae,So Close to What
No I'm not in love,1,"11 Mar 2025, 22:13",Tate McRae,So Close to What
greedy,1,"11 Mar 2025, 22:12",Tate McRae,THINK LATER
Revolving door,1,"11 Mar 2025, 22:11",Tate McRae,So Close to What
hurt my feelings,1,"11 Mar 2025, 22:04",Tate McRae,THINK LATER
Sports car,1,"11 Mar 2025, 22:04",Tate McRae,Sports car
Monica (Demo),1,"11 Mar 2025, 22:01",Imagine Dragons,Reflections (From The Vault Of Smoke + Mirrors)
MY CAR (Demo),1,"11 Mar 2025, 21:59",Imagine Dragons,Reflections (From The Vault Of Smoke + Mirrors)
Nostalgia,1,"11 Mar 2025, 21:55",Tate McRae,So Close to What
Greenlight,1,"11 Mar 2025, 21:52",Tate McRae,So Close to What
Means I care,1,"11 Mar 2025, 21:48",Tate McRae,So Close to What
bloodonmyhands (feat. Flo Milli),1,"11 Mar 2025, 21:43",Tate McRae,So Close to What
I know love (feat. The Kid LAROI),1,"11 Mar 2025, 21:40",Tate McRae,So Close to What
Signs,1,"11 Mar 2025, 21:26",Tate McRae,So Close to What
No I'm not in love,1,"11 Mar 2025, 21:23",Tate McRae,So Close to What
It's ok I'm ok,1,"11 Mar 2025, 21:20",Tate McRae,So Close to What
Like I do,1,"11 Mar 2025, 21:09",Tate McRae,So Close to What
we're not alike,1,"11 Mar 2025, 21:06",Tate McRae,THINK LATER
chaotic,1,"11 Mar 2025, 20:44",Tate McRae,i used to think i could fly
chaotic,1,"11 Mar 2025, 20:38",Tate McRae,i used to think i could fly
chaotic,1,"11 Mar 2025, 18:59",Tate McRae,i used to think i could fly
chaotic,1,"11 Mar 2025, 18:53",Tate McRae,i used to think i could fly
chaotic,1,"11 Mar 2025, 18:47",Tate McRae,i used to think i could fly
chaotic,1,"11 Mar 2025, 18:41",Tate McRae,i used to think i could fly
rubberband,1,"11 Mar 2025, 18:35",Tate McRae,TOO YOUNG TO BE SAD
greedy,1,"11 Mar 2025, 18:33",Tate McRae,THINK LATER
guilty conscience,1,"11 Mar 2025, 18:30",Tate McRae,THINK LATER
run for the hills,1,"11 Mar 2025, 18:28",Tate McRae,THINK LATER
run for the hills,1,"11 Mar 2025, 18:25",Tate McRae,THINK LATER
run for the hills,1,"11 Mar 2025, 18:23",Tate McRae,THINK LATER
run for the hills,1,"11 Mar 2025, 18:21",Tate McRae,THINK LATER
run for the hills,1,"11 Mar 2025, 18:18",Tate McRae,THINK LATER
cut my hair,1,"11 Mar 2025, 18:15",Tate McRae,THINK LATER
hurt my feelings,1,"11 Mar 2025, 18:13",Tate McRae,THINK LATER
Purple lace bra,1,"11 Mar 2025, 18:10",Tate McRae,So Close to What
hurt my feelings,1,"11 Mar 2025, 18:08",Tate McRae,THINK LATER
Dear god,1,"11 Mar 2025, 18:02",Tate McRae,So Close to What
Dear god,1,"11 Mar 2025, 17:57",Tate McRae,So Close to What
Dear god,1,"11 Mar 2025, 17:51",Tate McRae,So Close to What
2 hands,1,"11 Mar 2025, 17:48",Tate McRae,So Close to What
cut my hair,1,"11 Mar 2025, 17:42",Tate McRae,THINK LATER
cut my hair,1,"11 Mar 2025, 17:36",Tate McRae,THINK LATER
cut my hair,1,"11 Mar 2025, 17:30",Tate McRae,THINK LATER
cut my hair,1,"11 Mar 2025, 17:24",Tate McRae,THINK LATER
Like I do,1,"11 Mar 2025, 17:21",Tate McRae,So Close to What
hey now,1,"11 Mar 2025, 17:18",Kendrick Lamar,GNX
Handlebars,1,"11 Mar 2025, 16:47",Jennie,Ruby
Garden of Eden (feat. Charli XCX),1,"11 Mar 2025, 16:43",Lady Gaga,MAYHEM
CATFISH,1,"11 Mar 2025, 16:41",Doechii,Alligator Bites Never Heal
SLIDE,1,"11 Mar 2025, 16:38",Doechii,Alligator Bites Never Heal
Bad Romance,1,"11 Mar 2025, 16:33",Lady Gaga,The Fame Monster (Deluxe Edition)
Alejandro,1,"11 Mar 2025, 16:24",Lady Gaga,The Fame Monster (Deluxe Edition)
Dance in the Dark,1,"11 Mar 2025, 16:20",Lady Gaga,The Fame Monster (Deluxe Edition)
How Bad Do U Want Me (feat. Taylor Swift),1,"11 Mar 2025, 16:16",Lady Gaga,MAYHEM
How Did It End? - Live From Stockholm / 2024,1,"11 Mar 2025, 16:11",Taylor Swift,"The Tortured Poets Department + ""How Did It End?"" (Live From Stockholm)"
Telephone (feat. Beyoncé),1,"11 Mar 2025, 16:08",Lady Gaga,The Fame Monster (Deluxe Edition)
Born This Way,1,"11 Mar 2025, 16:03",Lady Gaga,Born This Way (International Standard Version)
Judas,1,"11 Mar 2025, 15:59",Lady Gaga,Born This Way (International Standard Version)
ENERGY,1,"11 Mar 2025, 15:57",Beyoncé,RENAISSANCE
Alter Ego (with JT),1,"11 Mar 2025, 15:54",Doechii,Alter Ego (with JT)
Hold My Hand,1,"11 Mar 2025, 15:50",Lady Gaga,Top Gun: Maverick (Music from the Motion Picture)
Always Remember Us This Way,1,"11 Mar 2025, 15:47",Lady Gaga,A Star Is Born Soundtrack
Shallow,1,"11 Mar 2025, 15:43",Lady Gaga,A Star Is Born Soundtrack
Aquamarine / Arcamarine,1,"11 Mar 2025, 15:40",Addison Rae,Aquamarine / Arcamarine
Beautiful People,1,"11 Mar 2025, 15:36",David Guetta,Beautiful People
Beautiful People,1,"11 Mar 2025, 15:32",David Guetta,Beautiful People
Die with a Smile,1,"11 Mar 2025, 15:28",Lady Gaga,MAYHEM
Blade of Grass,1,"11 Mar 2025, 15:24",Lady Gaga,MAYHEM
The Beast,1,"11 Mar 2025, 15:20",Lady Gaga,MAYHEM
Shadow of a Man,1,"11 Mar 2025, 15:17",Lady Gaga,MAYHEM
Don't Call Tonight,1,"11 Mar 2025, 15:13",Lady Gaga,MAYHEM
How Bad Do U Want Me,1,"11 Mar 2025, 15:09",Lady Gaga,MAYHEM
LoveDrug,1,"11 Mar 2025, 15:06",Lady Gaga,MAYHEM
Zombieboy,1,"11 Mar 2025, 15:02",Lady Gaga,MAYHEM
Killah,1,"11 Mar 2025, 14:59",Lady Gaga,MAYHEM
Vanish Into You,1,"11 Mar 2025, 14:55",Lady Gaga,MAYHEM
Perfect Celebrity,1,"11 Mar 2025, 14:51",Lady Gaga,MAYHEM
Garden of Eden,1,"11 Mar 2025, 14:47",Lady Gaga,MAYHEM
Abracadabra,1,"11 Mar 2025, 14:43",Lady Gaga,MAYHEM
Disease,1,"11 Mar 2025, 14:39",Lady Gaga,MAYHEM
Busy Woman,1,"11 Mar 2025, 14:36",Sabrina Carpenter,Short n' Sweet (Deluxe)
rubberband,1,"11 Mar 2025, 14:34",Tate McRae,TOO YOUNG TO BE SAD
Purple lace bra,1,"11 Mar 2025, 14:31",Tate McRae,So Close to What
Like I do,1,"11 Mar 2025, 14:27",Tate McRae,So Close to What
It's ok I'm ok,1,"11 Mar 2025, 14:25",Tate McRae,So Close to What
chaotic,1,"11 Mar 2025, 14:22",Tate McRae,i used to think i could fly
Dear god,1,"11 Mar 2025, 14:19",Tate McRae,So Close to What
2 hands,1,"11 Mar 2025, 14:16",Tate McRae,So Close to What
I know love (feat. The Kid LAROI),1,"11 Mar 2025, 14:13",Tate McRae,So Close to What
No I'm not in love,1,"11 Mar 2025, 14:11",Tate McRae,So Close to What
